date,open,high,low,close
2010-01-05,4825.17,4879.98,4816.06,4866.11
2010-01-06,4873.82,4967.63,4858.87,4952.75
2010-01-07,4953.21,4978.62,4868.01,4896.69
2010-01-08,4887.82,4965.68,4873.77,4942.37
2010-01-11,4927.13,4969.33,4912.34,4924.73
2010-01-12,4907.87,4928.28,4898.33,4905.53
2010-01-13,4899.73,4922.86,4893.12,4920.31
2010-01-14,4937.74,4978.65,4932.59,4954.1
2010-01-15,4952.36,5008.81,4802.11,4833.34
2010-01-18,4817.26,4917.49,4808.15,4864.23
2010-01-19,4850.53,4927.29,4835.52,4905.5
2010-01-20,4904.7,4943.72,4892.75,4942.74
2010-01-21,4921.61,5021.06,4852.02,5009.89
2010-01-22,5005.97,5052.26,4901.47,4926.54
2010-01-25,4943,4997.62,4860.75,4887.83
2010-01-26,4919.49,4953.37,4891.72,4895.22
2010-01-27,4925.63,4980.48,4922.9,4960.52
2010-01-28,4953.79,5082.46,4945.12,5056.12
2010-01-29,5050.8,5085.53,5027.47,5043.74
2010-02-01,5040.32,5107.4,4970.3,5062.92
2010-02-02,5100.84,5118.55,5024.75,5035.24
2010-02-03,5019.93,5054.55,4986.69,5032.33
2010-02-04,5040.33,5042.26,5034.28,5034.56
2010-02-05,5047.47,5061.52,5028.35,5043.52
2010-02-08,5089.19,5142,5033.09,5054.33
2010-02-09,5070.07,5104.32,5025.51,5087.67
2010-02-10,5086.38,5104.03,4972.01,4980.9
2010-02-11,4994.9,5168.54,4929.03,5157.4
2010-02-12,5134,5245.56,5081.31,5181.68
2010-02-15,5210.74,5213.33,4956.67,4962.5
2010-02-16,4959.57,4982.67,4933.11,4981.37
2010-02-17,4951.48,4994.53,4931.25,4989.49
2010-02-18,4988.28,5015.27,4952.29,4978.06
2010-02-19,4966.89,5028.18,4960.95,4993.12
2010-02-22,4952.85,4986.47,4888.21,4936.16
2010-02-23,4959.23,5000.54,4922.91,4950.95
2010-02-24,4952.24,5028.44,4946.87,4977.75
2010-02-25,4939.54,4993.27,4933.63,4961.09
2010-02-26,4947.75,4965.67,4795.45,4822.69
2010-03-01,4823.11,4880.48,4795.67,4854.77
2010-03-02,4845.75,4998.16,4807.68,4981.37
2010-03-03,5012.5,5018.15,4818.45,4875.46
2010-03-04,4870.37,4874.39,4759.82,4840.58
2010-03-05,4841,4851.79,4802.97,4848.15
2010-03-08,4860.25,4883.45,4844.88,4856.75
2010-03-09,4800.36,4893.07,4785.14,4872.53
2010-03-10,4869.44,4957.58,4850.28,4947.68
2010-03-11,4960.86,4981,4912.34,4964.75
2010-03-12,4971.73,5012.59,4905.14,4988.78
2010-03-15,4967.08,4968.53,4894.67,4903.66
2010-03-16,4884.55,4952.51,4862.96,4912.48
2010-03-17,4887.05,5018.07,4867.53,5015.45
2010-03-18,4994.79,5016.14,4957.29,5009.37
2010-03-19,5031.28,5045.51,5027.42,5044.72
2010-03-22,5051.61,5104.18,5015.17,5075.01
2010-03-23,5090.32,5095.4,5019.68,5062.87
2010-03-24,5031.63,5123.28,5002.19,5096
2010-03-25,5101.87,5204.14,5094.81,5188.31
2010-03-26,5213.08,5244.75,5212.53,5240.87
2010-03-29,5294.05,5298.81,5097.47,5108.77
2010-03-30,5106.11,5142.95,5102.84,5114.29
2010-03-31,5130.48,5139.09,5046.65,5106.71
2010-04-01,5072.14,5109.73,5065.05,5076.26
2010-04-02,5057.4,5133.03,5037.15,5125.8
2010-04-05,5139.32,5144.85,4875.65,4927.25
2010-04-06,4940.68,4995.16,4907.41,4978.01
2010-04-07,4970.44,5068.62,4935.85,5031.81
2010-04-08,5087.83,5106.7,4946.97,5002.81
2010-04-09,4977.82,5034.21,4943.75,5026.03
2010-04-12,5038.83,5061.89,5006.62,5018.58
2010-04-13,5016.27,5049.41,4994.41,5032.08
2010-04-14,5017.78,5102.57,4999.29,5092.7
2010-04-15,5076.61,5140.05,5076.19,5124.6
2010-04-16,5110.05,5177.16,5101.53,5141.92
2010-04-19,5129.9,5175.95,5112.41,5175.05
2010-04-20,5185.37,5186.36,5099.21,5131.43
2010-04-21,5100.1,5224.99,5058.84,5209.54
2010-04-22,5196.28,5258.79,5179.41,5208.09
2010-04-23,5220.59,5239.3,5175.97,5209.49
2010-04-26,5196.49,5302.76,5191.92,5265.2
2010-04-27,5261.93,5354.68,5253.74,5332.21
2010-04-28,5330.97,5362.66,5259.71,5279.91
2010-04-29,5280.57,5290.1,5238.1,5267.08
2010-04-30,5224.47,5344.47,5218.51,5336.98
2010-05-03,5328.69,5410.3,5309.02,5370.81
2010-05-04,5387.92,5396.83,5114.56,5153.63
2010-05-05,5160.32,5192.14,5153.07,5180.85
2010-05-06,5181.54,5416.61,5159.37,5399.49
2010-05-07,5384.95,5394.12,5344.89,5360.84
2010-05-10,5374.75,5414.18,5345.05,5373.85
2010-05-11,5367.07,5448.3,5323.58,5446.1
2010-05-12,5459.21,5464.06,5363.94,5409.87
2010-05-13,5413.87,5540.38,5412.71,5489.39
2010-05-14,5493.87,5498.02,5433.64,5468.48
2010-05-17,5499.22,5520.52,5481.04,5483.38
2010-05-18,5492.96,5499.74,5435.09,5453.9
2010-05-19,5457,5528.12,5434.8,5494.67
2010-05-20,5474.68,5627.32,5417.23,5601.98
2010-05-21,5589.23,5647.02,5583.72,5598.7
2010-05-24,5602.55,5617.94,5526.75,5552.97
2010-05-25,5568.79,5599.93,5529.95,5579.83
2010-05-26,5564.18,5650.62,5545.96,5648.66
2010-05-27,5665.75,5682.71,5577.3,5601.27
2010-05-28,5578.14,5757.67,5570.89,5730.91
2010-05-31,5747.36,5784.66,5693.66,5694.76
2010-06-01,5690.78,5695.6,5616.78,5618.8
2010-06-02,5598.8,5627.18,5528.5,5552.02
2010-06-03,5561.68,5645.25,5561.47,5606.24
2010-06-04,5606.14,5617.2,5505.37,5550.08
2010-06-07,5555.18,5575.48,5549.59,5569.03
2010-06-08,5577.4,5603.07,5540.76,5542.53
2010-06-09,5520.32,5658.19,5492.24,5619.67
2010-06-10,5620.3,5620.4,5594.16,5617.72
2010-06-11,5646.94,5718.35,5620.96,5649.83
2010-06-14,5622.27,5745.71,5590.74,5701.26
2010-06-15,5729.13,5737.7,5714.42,5736.24
2010-06-16,5751.01,5787.84,5722.83,5730.31
2010-06-17,5775.59,5794.35,5739,5785.1
2010-06-18,5765.65,5789.07,5661.94,5683.55
2010-06-21,5675.36,5777.94,5656.65,5734.74
2010-06-22,5721.64,5768.05,5648.83,5681.26
2010-06-23,5646.21,5711.44,5571.15,5693.64
2010-06-24,5640.09,5747.22,5601.63,5745.16
2010-06-25,5725.68,5743.68,5701.21,5724.79
2010-06-28,5716.61,5840.99,5706.01,5785.11
2010-06-29,5786.21,5806,5619.77,5709.58
2010-06-30,5711.38,5769.3,5709.25,5752.59
2010-07-01,5752.94,5790.31,5720.98,5763.57
2010-07-02,5727.82,5745.7,5717.58,5743.8
2010-07-05,5737.62,5803.03,5726.23,5775.43
2010-07-06,5749.2,5879.11,5734.99,5830.31
2010-07-07,5810.21,5842.67,5718.07,5763.99
2010-07-08,5767.84,5782.6,5752.54,5757.47
2010-07-09,5736.5,5840.52,5700.29,5830.84
2010-07-12,5836.79,5902.17,5828.47,5864.92
2010-07-13,5850.85,5941.78,5767.45,5787.28
2010-07-14,5731.75,5788.77,5692.53,5788.41
2010-07-15,5802.55,5870.7,5752.61,5847.55
2010-07-16,5866,5913.43,5828.3,5840.8
2010-07-19,5817.2,5884.4,5815.19,5842.25
2010-07-20,5851.95,5856.27,5778.92,5782.83
2010-07-21,5775.73,5826.51,5744.03,5818.65
2010-07-22,5828.54,5977.47,5825.31,5935.16
2010-07-23,5908.96,5953.4,5860.09,5885.5
2010-07-26,5872.44,5882.95,5829.22,5832.49
2010-07-27,5808.74,5901.69,5769.36,5861.37
2010-07-28,5869.8,5983.24,5820.23,5913.67
2010-07-29,5940.46,6114.83,5901.24,6102.33
2010-07-30,6116.11,6137.95,6048.38,6072.61
2010-08-02,6092.18,6134.27,5950.83,5985.26
2010-08-03,5993.55,5997.55,5984.44,5990
2010-08-04,6028,6164.63,6004.14,6123.72
2010-08-05,6128.34,6152.86,6094.4,6094.6
2010-08-06,6122.64,6168.69,6107.95,6119.29
2010-08-09,6091.36,6130.56,6042.77,6043.35
2010-08-10,6020.46,6064.5,6010.2,6054.69
2010-08-11,6011.01,6216.66,5986.83,6170.69
2010-08-12,6167.3,6249.62,6141.1,6245.08
2010-08-13,6204.01,6386.91,6149.53,6346.42
2010-08-16,6306.69,6309.52,6201.98,6208.27
2010-08-17,6200.17,6281.35,6177.93,6237.76
2010-08-18,6224.05,6393.82,6216.02,6327.4
2010-08-19,6340.64,6349.89,6226.5,6266.21
2010-08-20,6286.13,6318.26,6263.27,6264.67
2010-08-23,6294.96,6311.5,6153.77,6223.28
2010-08-24,6190.3,6230.89,6145.41,6225.29
2010-08-25,6215.71,6234.79,6205.18,6210.49
2010-08-26,6233.54,6259.11,6001.94,6005.24
2010-08-27,5999.79,6053.2,5924.67,6046.63
2010-08-30,6044.59,6070.74,5980,5998.09
2010-08-31,5978.22,6069.63,5941.47,6046.74
2010-09-01,6029.95,6046.02,5901.43,5971.52
2010-09-02,5962.13,6020.56,5889.38,5970.74
2010-09-03,5957.06,5961.78,5804.9,5827.66
2010-09-06,5805.43,5808.17,5775.11,5802.83
2010-09-07,5782.23,5830.21,5694.54,5742.53
2010-09-08,5748.92,5805.33,5734.76,5787.31
2010-09-09,5825.73,5830.72,5773.39,5780.46
2010-09-10,5804.79,5892.16,5791.7,5880.51
2010-09-13,5894.63,5939.68,5708.62,5779.99
2010-09-14,5806.89,5880.25,5752.96,5858.68
2010-09-15,5834.8,5872.37,5820.12,5842.94
2010-09-16,5796.65,5897.52,5749.12,5821.79
2010-09-17,5811.61,6057.71,5779.52,6013.71
2010-09-20,6011.87,6069.61,5994.04,6036.45
2010-09-21,6061.74,6084.09,6003.49,6007.5
2010-09-22,6007.55,6047.74,5976.28,5983.44
2010-09-23,5958.78,6025.36,5916.06,5991.32
2010-09-24,6010.64,6033.87,5976.87,6003.22
2010-09-27,5984.44,6068.58,5910.14,6024.07
2010-09-28,6048.29,6190.67,6004.16,6181.64
2010-09-29,6143.8,6179.23,6130.05,6177.56
2010-09-30,6162.06,6173.74,6115.87,6166.32
2010-10-01,6179.02,6351.57,6129.75,6313.76
2010-10-04,6333.69,6363.46,6294.67,6363.15
2010-10-05,6408.76,6430.35,6228.8,6290.72
2010-10-06,6279.47,6424.53,6243.19,6375.48
2010-10-07,6363.14,6485.16,6355.97,6477.65
2010-10-08,6446.35,6529.91,6432.98,6505.39
2010-10-11,6488.66,6516.04,6403.84,6452.52
2010-10-12,6484.21,6611.26,6468.87,6572.92
2010-10-13,6562.11,6597.5,6508.56,6546.73
2010-10-14,6595.73,6607.21,6504.19,6553.31
2010-10-15,6588.41,6605.25,6531.58,6575.98
2010-10-18,6586.47,6612.97,6562.55,6594.84
2010-10-19,6596.12,6681.17,6569.67,6666.68
2010-10-20,6617.27,6636.09,6539.38,6602.95
2010-10-21,6604.66,6630.89,6492.66,6519.63
2010-10-22,6508.52,6525.29,6465.26,6478.44
2010-10-25,6471.64,6476.67,6400.42,6415.86
2010-10-26,6393,6423.28,6259.68,6315.7
2010-10-27,6330.83,6332.41,6184.89,6232.57
2010-10-28,6242.31,6366.71,6238.1,6342.21
2010-10-29,6302.06,6363.98,6261.37,6349.11
2010-11-01,6344.69,6392.11,6297.88,6321.95
2010-11-02,6362.62,6394.29,6261.44,6262.52
2010-11-03,6270.32,6300.64,6177.96,6189.31
2010-11-04,6236.43,6271.16,6127.21,6161.06
2010-11-05,6134.11,6212.72,6103.43,6176.02
2010-11-08,6149.95,6203.17,6124.74,6179.46
2010-11-09,6159.83,6178.87,6044.86,6055.17
2010-11-10,6079.29,6133.74,6006.03,6028.33
2010-11-11,6063.25,6078.01,5904.46,5938.45
2010-11-12,5920.64,6043.41,5891.81,6018.6
2010-11-15,6051.12,6111.69,5928.83,5988.57
2010-11-16,5971.99,6011.19,5893.38,5936.07
2010-11-17,5952.53,6003.83,5902.14,5920.69
2010-11-18,5977.31,6022.14,5897.66,5917.4
2010-11-19,5969.24,6061.26,5954.66,5981.77
2010-11-22,5993.21,6016.17,5927.81,5932.32
2010-11-23,5936.06,5980.44,5906.03,5939.14
2010-11-24,5951.62,5964.52,5914.42,5956.89
2010-11-25,5980.62,6046.37,5959.78,6024.03
2010-11-26,6049.5,6089.68,5853.59,5856.17
2010-11-29,5846.26,5850.27,5787.26,5830.85
2010-11-30,5773.48,5785.03,5757.71,5773.23
2010-12-01,5780.51,5810,5684.82,5687.92
2010-12-02,5715.72,5768.19,5592.47,5593.14
2010-12-03,5615.05,5663.99,5602.57,5627.9
2010-12-06,5631.71,5635.88,5602.35,5629.41
2010-12-07,5648.26,5657.1,5634.06,5637.48
2010-12-08,5667.56,5683.79,5611.47,5614.79
2010-12-09,5615.37,5658.46,5589.48,5643.02
2010-12-10,5630.09,5711.04,5624.94,5706.8
2010-12-13,5696.5,5730.92,5662.79,5678.59
2010-12-14,5695.96,5850.7,5692.3,5823.94
2010-12-15,5818.26,5879.19,5808.58,5867.53
2010-12-16,5886.38,5973.7,5867.38,5961.18
2010-12-17,5963.39,6034.03,5962.56,6003.72
2010-12-20,6000.98,6088.53,5999.54,6057.76
2010-12-21,6106.6,6132.07,6052.45,6056.38
2010-12-22,6072.17,6121.68,5977.51,6046.35
2010-12-23,6019.16,6182.23,5978.64,6139.99
2010-12-24,6170.07,6198.77,6058.68,6110.2
2010-12-27,6162.99,6190.27,6002.65,6014.64
2010-12-28,6000.24,6078.03,5984.18,6060.07
2010-12-29,6046.17,6290.43,6009.93,6248.08
2010-12-30,6253.95,6265.02,6187.1,6241.93
2010-12-31,6220.38,6234.09,6059.34,6065.35
2011-01-03,6045.78,6219.74,5981.64,6191.24
2011-01-04,6192.93,6202.74,6066.01,6128.27
2011-01-05,6136.15,6184.8,6103.43,6103.45
2011-01-06,6096.58,6215.11,6082.77,6200.21
2011-01-07,6233.56,6301.6,6144.46,6145.9
2011-01-10,6125.37,6202.22,6105.29,6171.72
2011-01-11,6191.27,6290.41,6146.21,6288.69
2011-01-12,6285,6293.28,6282.59,6293.04
2011-01-13,6327.56,6425.67,6327.2,6392.72
2011-01-14,6398.04,6522.02,6394.49,6506.5
2011-01-17,6495.83,6531.54,6330.56,6368.64
2011-01-18,6337.23,6447.69,6318.42,6383.42
2011-01-19,6390.69,6397.47,6326.65,6359.09
2011-01-20,6374.1,6390.47,6261.37,6349.81
2011-01-21,6310.56,6319.79,6215.97,6238.7
2011-01-24,6245.33,6246.28,6192.72,6218.62
2011-01-25,6219.36,6309.65,6215.92,6284.41
2011-01-26,6282.38,6437.88,6230.49,6397.14
2011-01-27,6436.46,6479.63,6338.06,6360.46
2011-01-28,6389.03,6393.89,6209.63,6218.3
2011-01-31,6233.94,6276.39,6220.94,6272.14
2011-02-01,6313.3,6397.04,6301.18,6334.86
2011-02-02,6329.25,6583.58,6291.93,6552.83
2011-02-03,6551.64,6574.28,6462,6473.74
2011-02-04,6489,6605.81,6450.24,6571.92
2011-02-07,6593.09,6642.02,6395.27,6439.34
2011-02-08,6428.72,6464.49,6393.46,6463.24
2011-02-09,6436.88,6508.58,6428.82,6508.47
2011-02-10,6531.82,6573.39,6482.77,6525.58
2011-02-11,6510.85,6558.81,6411.28,6436.54
2011-02-14,6440.65,6572.79,6431.08,6562.85
2011-02-15,6562.73,6571.01,6526.46,6550.39
2011-02-16,6535.32,6564.37,6425.65,6481
2011-02-17,6486.72,6494.64,6419.47,6424.54
2011-02-18,6442.36,6539.36,6415.32,6537.66
2011-02-21,6556.53,6597.88,6411.49,6417.01
2011-02-22,6470.9,6519.69,6264.34,6306.53
2011-02-23,6297.08,6322.47,6250.97,6279.04
2011-02-24,6278.63,6319.19,6261.56,6270.36
2011-02-25,6271.45,6273.74,6223.87,6230.3
2011-02-28,6203.77,6298.32,6166.18,6293.96
2011-03-01,6297.02,6352.42,6220.49,6247.51
2011-03-02,6245.99,6255.04,6203.84,6223.5
2011-03-03,6231.53,6253.33,6132.6,6170.21
2011-03-04,6160,6172.67,6014.96,6018.81
2011-03-07,5997.14,6063.71,5996.88,6034.97
2011-03-08,6019.91,6052.35,5885.42,5918.87
2011-03-09,5941.97,5962.14,5871.97,5895.64
2011-03-10,5947.5,5977.77,5886.49,5921.49
2011-03-11,5905.54,5929.54,5841.09,5868.06
2011-03-14,5860.07,5886.32,5841.91,5878.05
2011-03-15,5846.45,5916.94,5826.72,5912.57
2011-03-16,5901.63,5975.35,5880.02,5955.39
2011-03-17,5913.74,5976.58,5906.76,5954.5
2011-03-18,5933.17,5948.96,5806.09,5815.55
2011-03-21,5798.04,5942.19,5784.92,5917.48
2011-03-22,5894.11,6056.76,5861.4,6038.3
2011-03-23,6027.96,6107.9,6002.51,6073.07
2011-03-24,6071.16,6239.9,6064.57,6187.04
2011-03-25,6172.95,6319.77,6159.22,6314.95
2011-03-28,6296.94,6299.08,6266.65,6287.32
2011-03-29,6332.64,6356.83,5993.76,6007.47
2011-03-30,5980.46,6130.08,5970.65,6077.86
2011-03-31,6122.4,6123.43,5935.28,5988.87
2011-04-01,5975.36,6009.38,5869.21,5878.95
2011-04-04,5903.17,5906.86,5702.37,5709.05
2011-04-05,5710.54,5732.03,5696.41,5705.65
2011-04-06,5700.22,5702.3,5587.49,5606.34
2011-04-07,5591.76,5690.46,5583.79,5663.98
2011-04-08,5679.53,5746.62,5615.62,5740.83
2011-04-11,5720.68,5779.11,5689,5761.89
2011-04-12,5770.51,5794.1,5640.89,5690.02
2011-04-13,5729.38,5756.14,5550.67,5590.91
2011-04-14,5617.25,5643.14,5356.69,5374.33
2011-04-15,5323.6,5353.27,5291.99,5336.88
2011-04-18,5318.33,5548.08,5317.05,5533.18
2011-04-19,5533.46,5551.34,5373.25,5402.19
2011-04-20,5456.17,5463.38,5365.5,5419.01
2011-04-21,5451.75,5467.23,5267.8,5269.34
2011-04-22,5257.19,5362.24,5256.68,5361.96
2011-04-25,5325.57,5470.18,5317.19,5442.85
2011-04-26,5438.86,5441.76,5339.17,5378.32
2011-04-27,5374.87,5472.1,5324.38,5437.45
2011-04-28,5456.71,5523.58,5452.94,5497.63
2011-04-29,5499.71,5523.05,5318.92,5356.9
2011-05-02,5367.96,5427.29,5354.44,5383.13
2011-05-03,5398.45,5604.41,5349.54,5556.7
2011-05-04,5551.55,5559.91,5536.96,5547.14
2011-05-05,5577.81,5602.23,5368.22,5417.78
2011-05-06,5443.95,5449.77,5315.28,5351.04
2011-05-09,5336.07,5341.54,5204.82,5240.64
2011-05-10,5277.72,5408.32,5267.7,5389.6
2011-05-11,5387.84,5591.66,5372.34,5536.47
2011-05-12,5524.38,5558.91,5506.15,5537.56
2011-05-13,5575.96,5688.35,5574.22,5664.33
2011-05-16,5681.39,5716.16,5648.95,5649.4
2011-05-17,5640.09,5667.72,5521.17,5573.86
2011-05-18,5556.78,5571.83,5529.96,5554.42
2011-05-19,5555.47,5569.67,5484.74,5495.51
2011-05-20,5502.97,5518.74,5451.67,5467.85
2011-05-23,5455.54,5515.22,5445.04,5484.46
2011-05-24,5509.05,5594.53,5444.72,5474.74
2011-05-25,5475.43,5496.78,5461.51,5492.36
2011-05-26,5521.09,5538.16,5363.29,5395.96
2011-05-27,5435.47,5442.07,5303.97,5328.67
2011-05-30,5367.96,5504.62,5367.62,5485.47
2011-05-31,5525.45,5564.75,5483.73,5515.69
2011-06-01,5480.16,5488.94,5440.51,5452.71
2011-06-02,5490.08,5523.22,5447.6,5500.29
2011-06-03,5526.95,5560.79,5471.91,5477.46
2011-06-06,5431.92,5449.87,5356.2,5401.13
2011-06-07,5367.36,5370.29,5275.59,5288.51
2011-06-08,5308.2,5482.94,5272.74,5462.54
2011-06-09,5451.24,5594.62,5427.57,5559.52
2011-06-10,5584.84,5658.02,5583.34,5615.47
2011-06-13,5636.14,5762.15,5611.23,5738.68
2011-06-14,5756,5774.59,5728.96,5733.78
2011-06-15,5760.83,5766.69,5633.7,5666.3
2011-06-16,5678.73,5715.58,5672.71,5703.03
2011-06-17,5703.49,5726.25,5520.79,5535.23
2011-06-20,5522.67,5545.96,5457.79,5493.35
2011-06-21,5530.08,5592.45,5506.99,5558.69
2011-06-22,5574.76,5671.1,5529.98,5657.28
2011-06-23,5664.45,5725.26,5620.74,5635.56
2011-06-24,5611.58,5709.19,5590,5700.7
2011-06-27,5697.84,5732.83,5622.09,5667.85
2011-06-28,5688.64,5711.41,5576.92,5577.26
2011-06-29,5579.22,5590.3,5371.49,5431.15
2011-06-30,5413.93,5420.64,5315.49,5319.27
2011-07-01,5333.38,5339.82,5303.6,5310.15
2011-07-04,5326.58,5376.85,5304.51,5371.41
2011-07-05,5360.36,5402.17,5339.47,5343.52
2011-07-06,5332.12,5414.5,5284.39,5396.19
2011-07-07,5417.56,5438.32,5355.87,5356.96
2011-07-08,5363.6,5376.75,5317,5371.24
2011-07-11,5387.87,5459.66,5362.03,5436.71
2011-07-12,5420.05,5442.43,5313.87,5333.01
2011-07-13,5349.02,5495.28,5331.72,5439.85
2011-07-14,5426.2,5461.13,5406.06,5448.28
2011-07-15,5488.8,5565.52,5269.41,5331.33
2011-07-18,5295.93,5371.66,5289.37,5367.64
2011-07-19,5365.4,5562.24,5362.42,5514.43
2011-07-20,5516.65,5525.99,5442.34,5461.65
2011-07-21,5471.62,5486.65,5289,5292.53
2011-07-22,5290.4,5320.82,5254.61,5275.37
2011-07-25,5266.01,5390.3,5222.43,5375.04
2011-07-26,5367.71,5512.56,5367.13,5466.38
2011-07-27,5500.8,5534.73,5355.46,5362.49
2011-07-28,5373.1,5398.8,5361.07,5387.46
2011-07-29,5382.89,5390.2,5345.13,5352.26
2011-08-01,5374.9,5447.52,5361.17,5422.07
2011-08-02,5404.77,5438.11,5377.05,5431.76
2011-08-03,5465.32,5488.15,5354.03,5366.53
2011-08-04,5354.2,5393.6,5298.91,5308.05
2011-08-05,5335.31,5422.22,5317.21,5365.84
2011-08-08,5384.21,5405.72,5224.08,5289.66
2011-08-09,5283.54,5350.62,5275.56,5324.7
2011-08-10,5331.28,5337.23,5256.72,5280.51
2011-08-11,5264.42,5287.02,5246.93,5253.87
2011-08-12,5276.76,5300.47,5066.29,5091.3
2011-08-15,5146.35,5154.68,5059.65,5060.06
2011-08-16,5111.05,5129.57,4991.38,5009.51
2011-08-17,4985,5122.43,4967.63,5116.34
2011-08-18,5088.78,5136.84,5046,5056.21
2011-08-19,5046.06,5056.19,5045.66,5055.86
2011-08-22,5055.08,5098.92,5015.56,5035.37
2011-08-23,5066.71,5254.97,5055.27,5203.83
2011-08-24,5211.3,5271.23,5208.33,5258.96
2011-08-25,5254.81,5268.64,5234.47,5248.05
2011-08-26,5260.66,5313.78,5240.33,5297.89
2011-08-29,5290.03,5302.33,5171.16,5201.19
2011-08-30,5201.54,5286.87,5172.81,5256.5
2011-08-31,5280.29,5297.72,5190.67,5203.96
2011-09-01,5161.57,5206.59,4966.38,4968.47
2011-09-02,4966.83,4988.19,4927.2,4953.54
2011-09-05,4949.92,4970.49,4855.11,4878.9
2011-09-06,4903.81,4935.74,4810,4827.8
2011-09-07,4837.92,4849.36,4659.32,4680.45
2011-09-08,4628.99,4665.33,4599.17,4631.49
2011-09-09,4643.94,4688.16,4640.83,4650.66
2011-09-12,4662.45,4677.01,4600.24,4615.85
2011-09-13,4613.99,4760.1,4573.71,4737.87
2011-09-14,4720.46,4746.06,4705.83,4742.89
2011-09-15,4736.79,4765.02,4666.86,4706.08
2011-09-16,4725.26,4765.07,4669.95,4686.19
2011-09-19,4693.94,4702.46,4648.16,4648.41
2011-09-20,4635.68,4652.5,4593.15,4628.21
2011-09-21,4614.1,4715.1,4593.51,4688.29
2011-09-22,4736.32,4754.11,4727.12,4730.61
2011-09-23,4697.35,4738.85,4614.56,4619.91
2011-09-26,4619.46,4685.83,4582.69,4670.58
2011-09-27,4655.27,4741.49,4648.73,4694.17
2011-09-28,4700.8,4717.16,4633.1,4652.28
2011-09-29,4631.84,4689.49,4629.71,4659.87
2011-09-30,4655.37,4670.82,4615.29,4633.35
2011-10-03,4625.05,4672.78,4598.18,4649.51
2011-10-04,4663.76,4694.54,4620.62,4628.72
2011-10-05,4631.31,4678.36,4630.18,4655.4
2011-10-06,4664.54,4668.83,4617.42,4623.98
2011-10-07,4592.34,4609.45,4422.34,4428.63
2011-10-10,4427.28,4571.3,4417.18,4545.33
2011-10-11,4563.46,4578.37,4541.4,4541.84
2011-10-12,4538.98,4579.06,4525.53,4574.18
2011-10-13,4561.47,4579.68,4560.24,4573.12
2011-10-14,4561.11,4580.06,4548.68,4563.39
2011-10-17,4565.65,4696.96,4539.88,4689.9
2011-10-18,4659.49,4794.71,4642.4,4736.97
2011-10-19,4796.68,4843.68,4771.55,4772.74
2011-10-20,4768.83,4775.51,4681.95,4689.57
2011-10-21,4666.77,4671.09,4622.24,4644.63
2011-10-24,4648.47,4728.16,4618.22,4723.06
2011-10-25,4741.2,4757.67,4651.04,4672.8
2011-10-26,4654.72,4685.99,4586.52,4629.21
2011-10-27,4667.86,4675.6,4524.32,4533.05
2011-10-28,4568.1,4574.99,4518.4,4519.13
2011-10-31,4504.26,4551.33,4486.92,4543.16
2011-11-01,4565.69,4569.63,4523.14,4541.82
2011-11-02,4557.59,4570.27,4431.76,4456.3
2011-11-03,4464.85,4538.16,4461.72,4507.98
2011-11-04,4559.25,4574.63,4505.02,4523.76
2011-11-07,4542.74,4564.65,4374.21,4381.33
2011-11-08,4377.47,4456.5,4373.69,4442.41
2011-11-09,4443.69,4444.04,4355.8,4367.99
2011-11-10,4380.05,4405.45,4374.47,4396.58
2011-11-11,4365.33,4427.91,4343.49,4413.57
2011-11-14,4413.83,4455.41,4412.51,4423.27
2011-11-15,4394.17,4407.17,4378.26,4378.59
2011-11-16,4381.61,4409.01,4368.25,4382.91
2011-11-17,4372.65,4372.72,4368.68,4369.95
2011-11-18,4364.36,4435.57,4330.06,4395.8
2011-11-21,4390.88,4400.55,4386.28,4396.6
2011-11-22,4397.05,4496.19,4363.82,4447.07
2011-11-23,4440.22,4504.56,4440.16,4487.8
2011-11-24,4489.9,4499.93,4387.9,4429.85
2011-11-25,4414.92,4432.1,4188.02,4227.92
2011-11-28,4226.41,4311,4200.52,4280.77
2011-11-29,4300.53,4306.71,4186.61,4189.43
2011-11-30,4192.31,4293.91,4180.21,4275.5
2011-12-01,4271.17,4290.16,4252.37,4252.71
2011-12-02,4247.28,4403.27,4235.66,4384.66
2011-12-05,4378.24,4456.29,4374.24,4434.25
2011-12-06,4385.23,4500.44,4352.36,4491.89
2011-12-07,4515.86,4563.66,4349.62,4354.99
2011-12-08,4338.86,4356.15,4323.7,4329.32
2011-12-09,4300.89,4407.57,4270.25,4380.31
2011-12-12,4400.87,4438.33,4330.84,4333.81
2011-12-13,4350.95,4366.82,4281.36,4293.9
2011-12-14,4294.76,4373.85,4277.86,4357.66
2011-12-15,4323.98,4376.62,4278.66,4372.53
2011-12-16,4379.55,4457.51,4368.17,4419.38
2011-12-19,4421.93,4448.86,4366.94,4375.29
2011-12-20,4412.92,4477.52,4315.52,4320.79
2011-12-21,4301.92,4344.53,4224.17,4245.09
2011-12-22,4257.16,4273.33,4191.37,4221.44
2011-12-23,4215.58,4341.58,4185.25,4334.09
2011-12-26,4351.34,4360.91,4316.52,4329.13
2011-12-27,4319.22,4381.38,4303.73,4368.3
2011-12-28,4368.92,4408.45,4343.27,4404.99
2011-12-29,4405.39,4452.44,4391.35,4446.47
2011-12-30,4420.18,4439.34,4410.37,4417.46
2012-01-02,4423.75,4507.85,4390.61,4487.98
